ID,Sexo,AdultoMayor,Socio,Dependientes,MesesCliente,ServicioTelefonico,LineasMultiples,ServicioInternet,SeguridadOnline,RespaldoOnline,ProteccionDispositivo,SoporteTecnico,TransmisionTV,TransmisionPeliculas,TerminoContrato,FacturacionElectronica,MetodoPago,MontoCargadoMes,MontoCargadoTotal,Churn
ID06447,Masculino,0.0,Si,Si,50.0,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,No,Checke electronico,24.95,1261.45,0
ID05691,Masculino,0.0,No,No,1.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Checke electronico,20.0,20,1
ID02259,Masculino,0.0,Si,Si,69.0,Si,No,DSL,Si,Si,Si,No,No,No,Bianual,Si,Tarjeta de credito (automatico),59.75,4069.9,0
ID03877,Femenino,1.0,No,No,4.0,Si,Si,Fibra Optica,No,No,Si,No,Si,No,Mes a mes,Si,Checke por correo,89.2,346.2,1
ID03383,Masculino,0.0,,No,1.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Checke por correo,,19.45,0
ID06418,Masculino,0.0,Si,Si,40.0,Si,No,No,,,,,,,Bianual,No,Checke electronico,,808.95,0
ID03138,Masculino,0.0,No,Si,4.0,Si,Si,Fibra Optica,No,Si,No,No,Si,Si,Mes a mes,Si,Checke por correo,101.7,364.55,1
ID01697,Masculino,0.0,No,No,2.0,Si,No,DSL,No,No,No,No,No,No,Mes a mes,Si,Tarjeta de credito (automatico),46.6,87.9,0
ID01246,Masculino,0.0,Si,Si,66.0,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,Si,Transferencia bancaria (automatico),25.7,1714.55,0
ID01336,Masculino,0.0,,No,31.0,Si,Si,Fibra Optica,No,No,No,Si,No,No,Anual,No,Transferencia bancaria (automatico),81.7,2548.65,0
ID03400,Femenino,1.0,No,No,1.0,No,Sin servicio telefonico,DSL,No,No,No,No,No,No,Mes a mes,Si,Checke por correo,25.2,25.2,1
ID06044,Femenino,0.0,No,No,6.0,Si,No,DSL,Si,Si,No,No,No,No,Mes a mes,No,Checke electronico,55.15,322.9,0
ID03252,Femenino,0.0,Si,Si,22.0,No,Sin servicio telefonico,DSL,No,Si,No,No,Si,No,Mes a mes,No,Checke por correo,39.2,849.9,0
ID04286,Masculino,0.0,No,No,15.0,Si,No,Fibra Optica,No,No,Si,No,Si,No,Mes a mes,No,Checke por correo,85.3,1219.85,0
ID05509,Femenino,0.0,Si,Si,4.0,Si,No,Fibra Optica,No,No,No,No,Si,No,Mes a mes,Si,Checke electronico,78.9,299.75,0
ID01650,Femenino,0.0,Si,Si,57.0,Si,Si,DSL,Si,Si,No,Si,No,No,Mes a mes,No,Tarjeta de credito (automatico),65.2,3687.85,0
ID02088,Femenino,0.0,No,No,60.0,Si,No,Fibra Optica,Si,No,Si,Si,Si,Si,Mes a mes,Si,Tarjeta de credito (automatico),104.95,6236.75,0
ID06528,Femenino,0.0,No,Si,72.0,Si,No,No,,,,,,,Bianual,Si,Checke electronico,,1567,0
ID03914,Femenino,0.0,No,No,5.0,Si,No,Fibra Optica,No,No,No,No,No,Si,Mes a mes,Si,Checke por correo,80.0,412.5,1
ID00655,Masculino,0.0,Si,Si,63.0,Si,No,DSL,Si,Si,Si,Si,Si,No,Bianual,No,Transferencia bancaria (automatico),74.5,4674.55,0
ID00761,Masculino,0.0,Si,Si,72.0,Si,Si,DSL,Si,Si,Si,No,No,No,Bianual,No,Transferencia bancaria (automatico),64.45,4720,0
ID06168,Femenino,0.0,No,No,15.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Checke electronico,,299.4,0
ID03817,Masculino,0.0,No,No,4.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,Si,Checke por correo,,63,0
ID05074,Femenino,0.0,Si,No,72.0,Si,Si,Fibra Optica,Si,Si,Si,No,Si,Si,Bianual,Si,Checke por correo,109.55,,0
ID03103,Femenino,0.0,No,Si,1.0,Si,No,Fibra Optica,No,No,No,No,No,Si,Mes a mes,Si,Checke por correo,79.6,79.6,1
ID05430,Masculino,0.0,No,No,72.0,Si,Si,Fibra Optica,No,Si,Si,No,Si,Si,Anual,Si,Checke por correo,104.95,,0
ID04076,Femenino,0.0,No,No,9.0,Si,No,Fibra Optica,Si,No,No,No,No,No,Mes a mes,Si,Checke por correo,74.85,708.2,0
ID05978,Femenino,0.0,No,No,4.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Checke electronico,20.05,83.3,0
ID02576,Masculino,0.0,Si,No,71.0,Si,Si,DSL,Si,Si,No,Si,No,No,Bianual,No,Tarjeta de credito (automatico),65.15,4681.75,0
ID06272,Femenino,0.0,No,No,28.0,No,Sin servicio telefonico,DSL,No,No,Si,No,No,No,Mes a mes,Si,Checke electronico,29.75,790.7,0
ID03841,Masculino,0.0,No,No,4.0,Si,No,Fibra Optica,No,No,No,No,No,No,Mes a mes,Si,Checke por correo,70.2,237.95,1
ID00219,Femenino,0.0,No,No,6.0,Si,Si,Fibra Optica,No,Si,Si,Si,Si,Si,Mes a mes,Si,Transferencia bancaria (automatico),109.9,669.45,1
ID05350,Femenino,0.0,Si,No,56.0,Si,Si,Fibra Optica,No,Si,No,No,Si,Si,Anual,Si,Checke por correo,98.25,5508.35,1
ID06712,Masculino,0.0,Si,Si,2.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Checke electronico,20.2,34.75,0
ID02651,Masculino,0.0,Si,No,72.0,Si,Si,Fibra Optica,No,Si,Si,No,Si,Si,Bianual,Si,Tarjeta de credito (automatico),103.75,,0
ID00277,Masculino,0.0,Si,No,13.0,Si,Si,Fibra Optica,No,No,Si,No,Si,Si,Mes a mes,Si,Transferencia bancaria (automatico),102.25,1359,1
ID00804,Masculino,0.0,Si,Si,72.0,Si,Si,Fibra Optica,No,Si,Si,Si,Si,Si,Bianual,,Transferencia bancaria (automatico),110.9,,0
ID05673,Femenino,0.0,No,No,1.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Checke electronico,,19.65,0
ID02592,Masculino,0.0,No,No,72.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,No,Tarjeta de credito (automatico),,1434.1,0
ID03728,Masculino,0.0,No,No,2.0,Si,No,Fibra Optica,No,Si,No,No,Si,Si,Mes a mes,No,Checke por correo,95.65,167.3,1
ID04615,Masculino,0.0,Si,No,33.0,Si,Si,Fibra Optica,No,Si,Si,No,No,Si,Mes a mes,Si,Checke por correo,93.35,3092,0
ID02929,Femenino,1.0,No,No,46.0,Si,No,Fibra Optica,No,Si,Si,No,Si,No,Anual,Si,Tarjeta de credito (automatico),91.3,4126.35,0
ID04500,Femenino,0.0,No,No,25.0,Si,Si,Fibra Optica,No,Si,No,No,Si,Si,Mes a mes,Si,Checke por correo,100.25,2387.75,1
ID01612,Femenino,0.0,Si,Si,36.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Tarjeta de credito (automatico),,702.9,0
ID05072,Masculino,0.0,Si,No,72.0,Si,Si,Fibra Optica,No,Si,Si,Si,Si,Si,Bianual,Si,Checke por correo,108.2,,0
ID01338,Masculino,0.0,No,No,32.0,Si,No,No,,,,,,,Anual,No,Transferencia bancaria (automatico),20.35,707.5,0
ID03218,Femenino,0.0,Si,Si,16.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Checke por correo,20.4,321.4,0
ID02923,Masculino,1.0,Si,No,45.0,Si,Si,Fibra Optica,No,Si,Si,Si,Si,No,Anual,Si,Tarjeta de credito (automatico),98.7,4525.8,0
ID03257,Femenino,0.0,No,Si,22.0,Si,Si,Fibra Optica,No,No,No,No,No,Si,Mes a mes,Si,Checke por correo,84.75,1816.75,0
ID02462,Femenino,0.0,Si,No,61.0,Si,Si,Fibra Optica,No,Si,No,Si,No,Si,Bianual,Si,Tarjeta de credito (automatico),94.35,5703,0
ID01728,Femenino,0.0,No,No,5.0,Si,No,DSL,No,Si,No,No,No,No,Mes a mes,No,Tarjeta de credito (automatico),50.55,244.75,0
ID06141,Femenino,,No,No,11.0,Si,No,DSL,No,No,No,Si,Si,Si,Mes a mes,No,Checke electronico,70.5,829.3,0
ID04465,Masculino,0.0,No,No,24.0,Si,No,DSL,Si,No,No,Si,No,No,Mes a mes,No,Checke por correo,54.95,1348.5,0
ID00654,Masculino,0.0,Si,Si,63.0,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,No,Transferencia bancaria (automatico),24.65,1574.5,0
ID01377,Femenino,0.0,No,No,45.0,Si,No,DSL,Si,Si,No,Si,No,No,Anual,Si,Transferencia bancaria (automatico),62.55,2796.45,0
ID02096,Masculino,1.0,No,No,63.0,Si,Si,Fibra Optica,Si,Si,Si,No,Si,Si,Mes a mes,Si,Tarjeta de credito (automatico),109.4,,0
ID02036,Femenino,0.0,No,No,46.0,Si,No,DSL,No,No,No,No,No,No,Mes a mes,No,Tarjeta de credito (automatico),44.95,2168.9,0
ID03057,Femenino,0.0,Si,No,71.0,No,Sin servicio telefonico,DSL,Si,Si,Si,Si,Si,Si,Anual,No,Tarjeta de credito (automatico),66.8,4689.15,0
ID04104,Masculino,0.0,No,No,10.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Checke por correo,20.0,185.4,0
ID01437,Masculino,0.0,Si,No,58.0,Si,No,DSL,No,No,Si,No,No,No,Anual,No,Transferencia bancaria (automatico),50.3,2878.55,0
ID02285,Masculino,0.0,Si,Si,71.0,Si,No,DSL,Si,Si,Si,Si,Si,Si,Bianual,No,Tarjeta de credito (automatico),85.45,6029.9,0
ID01755,Masculino,0.0,No,No,7.0,Si,No,DSL,No,No,Si,Si,Si,No,Mes a mes,No,Tarjeta de credito (automatico),64.3,445.95,0
ID00467,Femenino,1.0,Si,No,42.0,Si,No,Fibra Optica,Si,No,No,No,No,No,Mes a mes,Si,Transferencia bancaria (automatico),74.15,3229.4,1
ID01639,Femenino,0.0,Si,Si,50.0,Si,Si,Fibra Optica,No,No,No,No,Si,No,Mes a mes,Si,Tarjeta de credito (automatico),84.4,4116.15,1
ID02821,Femenino,0.0,No,No,8.0,Si,No,DSL,Si,No,No,Si,No,No,Anual,No,Tarjeta de credito (automatico),54.25,447.75,0
ID02779,Masculino,0.0,Si,Si,58.0,Si,Si,Fibra Optica,No,No,Si,Si,Si,Si,Anual,Si,Tarjeta de credito (automatico),105.05,6004.85,0
ID01060,Femenino,0.0,Si,No,72.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,No,Transferencia bancaria (automatico),20.5,1502.25,0
ID06174,Femenino,0.0,No,No,15.0,Si,Si,DSL,Si,No,No,No,No,No,Mes a mes,Si,Checke electronico,55.7,899.8,1
ID06858,Masculino,0.0,No,No,7.0,No,Sin servicio telefonico,DSL,Si,No,Si,No,No,No,Anual,No,Checke electronico,35.3,264.8,0
ID04532,Femenino,0.0,No,No,27.0,Si,No,Fibra Optica,No,No,Si,Si,No,Si,Mes a mes,Si,Checke por correo,89.2,2383.6,0
ID00256,Femenino,0.0,Si,No,10.0,Si,Si,Fibra Optica,Si,No,No,No,No,No,Mes a mes,Si,Transferencia bancaria (automatico),78.15,765.15,0
ID02648,Femenino,0.0,Si,No,72.0,Si,Si,Fibra Optica,Si,Si,Si,No,Si,No,Bianual,No,Tarjeta de credito (automatico),100.65,,0
ID01420,Femenino,0.0,Si,No,54.0,Si,Si,DSL,No,No,No,No,Si,Si,Anual,Si,Transferencia bancaria (automatico),70.15,3715.65,1
ID01479,Femenino,0.0,Si,No,65.0,Si,Si,Fibra Optica,No,Si,Si,Si,Si,Si,Anual,Si,Transferencia bancaria (automatico),108.05,,0
ID05675,Masculino,0.0,No,No,1.0,Si,No,No,,,,,,,Mes a mes,No,Checke electronico,,19.65,1
ID04299,Masculino,0.0,No,No,15.0,Si,No,Fibra Optica,No,No,Si,Si,Si,Si,Mes a mes,Si,Checke por correo,101.35,1553.95,1
ID03291,Masculino,0.0,Si,Si,30.0,Si,Si,Fibra Optica,Si,Si,No,No,Si,No,Mes a mes,Si,Checke por correo,94.4,2838.7,1
ID04279,Masculino,1.0,No,No,15.0,Si,No,Fibra Optica,No,Si,No,No,No,No,Mes a mes,Si,Checke por correo,74.4,1074.3,1
ID01098,Masculino,1.0,Si,No,72.0,Si,Si,Fibra Optica,Si,Si,Si,No,No,Si,Bianual,Si,Transferencia bancaria (automatico),102.65,,0
ID03298,Femenino,1.0,Si,Si,31.0,Si,No,Fibra Optica,No,No,Si,Si,Si,Si,Mes a mes,Si,Checke por correo,98.9,2911.3,1
ID04547,Femenino,0.0,No,No,29.0,No,Sin servicio telefonico,DSL,No,No,No,Si,No,No,Mes a mes,Si,Checke por correo,31.2,926.2,0
ID05024,Femenino,0.0,Si,No,64.0,No,Sin servicio telefonico,DSL,Si,No,Si,Si,No,Si,Bianual,No,Checke por correo,47.85,3147.5,1
ID03888,Masculino,0.0,Si,No,5.0,No,Sin servicio telefonico,DSL,No,No,No,No,No,No,Mes a mes,Si,Checke por correo,24.95,100.4,1
ID04623,Femenino,1.0,No,No,34.0,No,Sin servicio telefonico,DSL,No,Si,Si,No,Si,Si,Mes a mes,Si,Checke por correo,56.25,1765.95,0
ID01151,Masculino,0.0,No,Si,25.0,No,Sin servicio telefonico,DSL,Si,No,No,No,Si,No,Anual,Si,Transferencia bancaria (automatico),40.65,970.55,0
ID01071,Masculino,0.0,No,No,72.0,No,Sin servicio telefonico,DSL,Si,No,Si,Si,Si,Si,Bianual,Si,Transferencia bancaria (automatico),61.2,4390.25,0
ID03494,Masculino,0.0,No,No,1.0,Si,No,Fibra Optica,No,No,No,No,No,No,Mes a mes,Si,Checke por correo,69.9,69.9,1
ID05265,Masculino,0.0,No,No,39.0,Si,No,Fibra Optica,No,No,Si,Si,No,No,Anual,No,Checke por correo,81.9,3219.75,0
ID05680,Masculino,0.0,No,No,1.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Checke electronico,,19.75,0
ID06175,Femenino,1.0,No,No,15.0,Si,Si,Fibra Optica,No,No,No,No,No,No,Mes a mes,Si,Checke electronico,74.45,1145.7,1
ID02290,Masculino,0.0,No,Si,71.0,Si,Si,Fibra Optica,Si,No,Si,No,Si,Si,Bianual,No,Tarjeta de credito (automatico),106.7,,0
ID05875,Masculino,0.0,No,No,2.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Checke electronico,20.25,36.8,0
ID04491,Masculino,0.0,No,No,25.0,Si,No,Fibra Optica,No,No,No,No,No,No,Mes a mes,No,Checke por correo,69.75,1729.35,0
ID03683,Femenino,0.0,No,No,2.0,Si,No,Fibra Optica,No,No,Si,No,No,No,Mes a mes,Si,Checke por correo,75.8,160.75,1
ID02190,Femenino,0.0,Si,Si,61.0,No,Sin servicio telefonico,DSL,No,Si,Si,Si,Si,Si,Bianual,Si,Tarjeta de credito (automatico),61.45,3751.15,0
ID01116,Masculino,,Si,No,72.0,Si,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Bianual,,Transferencia bancaria (automatico),114.45,,0
ID02171,Femenino,0.0,Si,Si,54.0,Si,Si,DSL,No,Si,Si,No,No,No,Bianual,Si,Tarjeta de credito (automatico),59.8,3246.45,0
ID03653,Masculino,0.0,No,No,2.0,Si,No,DSL,Si,No,Si,No,No,No,Mes a mes,No,Checke por correo,53.45,119.5,0
ID06485,Femenino,0.0,Si,Si,61.0,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,Si,Checke electronico,24.2,1445.2,0
ID00502,Masculino,0.0,Si,No,51.0,No,Sin servicio telefonico,DSL,No,Si,No,No,No,No,Mes a mes,Si,Transferencia bancaria (automatico),30.05,1529.45,0
ID00044,Masculino,0.0,Si,Si,13.0,Si,Si,Fibra Optica,No,No,No,No,No,No,Mes a mes,Si,Transferencia bancaria (automatico),74.4,896.75,1
ID01837,Femenino,0.0,No,No,14.0,Si,No,DSL,Si,No,No,No,No,No,Mes a mes,No,Tarjeta de credito (automatico),50.1,709.5,0
ID03242,Femenino,0.0,Si,Si,20.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Checke por correo,20.0,417.65,0
ID05007,Masculino,0.0,Si,No,57.0,Si,Si,Fibra Optica,No,No,Si,Si,Si,Si,Bianual,No,Checke por correo,107.95,5969.85,0
ID06889,Femenino,0.0,No,No,14.0,Si,No,DSL,Si,No,No,Si,No,No,Anual,No,Checke electronico,55.7,795.15,0
ID04945,Masculino,0.0,Si,Si,67.0,Si,Si,DSL,Si,No,Si,No,Si,Si,Bianual,Si,Checke por correo,79.7,5293.4,1
ID04502,Masculino,0.0,No,No,26.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,Si,Checke por correo,20.3,511.25,0
ID04816,Masculino,1.0,No,No,53.0,No,Sin servicio telefonico,DSL,No,Si,Si,No,Si,Si,Mes a mes,Si,Checke por correo,54.45,2854.55,1
ID06042,Femenino,0.0,Si,No,6.0,Si,No,DSL,No,No,No,No,No,No,Mes a mes,No,Checke electronico,45.65,323.45,0
ID06158,Masculino,0.0,No,No,13.0,Si,No,DSL,No,No,No,Si,No,No,Mes a mes,Si,Checke electronico,50.55,610.75,0
ID02258,Femenino,0.0,Si,Si,69.0,No,Sin servicio telefonico,DSL,Si,Si,Si,Si,No,No,Bianual,No,Tarjeta de credito (automatico),46.25,3121.4,0
ID02780,Masculino,0.0,Si,Si,60.0,Si,No,DSL,Si,Si,Si,Si,No,No,Anual,Si,Tarjeta de credito (automatico),65.85,3928.3,0
ID05111,Masculino,0.0,Si,Si,32.0,Si,No,Fibra Optica,Si,Si,No,No,No,Si,Anual,Si,Checke por correo,90.8,3023.85,0
ID06257,Masculino,0.0,No,No,25.0,Si,No,DSL,Si,Si,No,Si,Si,Si,Mes a mes,Si,Checke electronico,79.0,1902,0
ID06576,Femenino,0.0,No,No,29.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,No,Checke electronico,,554.25,0
ID06803,Masculino,0.0,Si,Si,40.0,No,Sin servicio telefonico,DSL,No,Si,Si,Si,Si,Si,Anual,No,Checke electronico,60.3,2448.5,0
ID00415,Masculino,0.0,Si,No,31.0,Si,Si,Fibra Optica,Si,Si,No,Si,No,No,Mes a mes,Si,Transferencia bancaria (automatico),90.55,2929.75,0
ID03293,Femenino,1.0,No,Si,30.0,Si,Si,Fibra Optica,No,No,No,Si,Si,Si,Mes a mes,Si,Checke por correo,101.3,2974.5,0
ID06919,Masculino,0.0,No,No,21.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,Si,Checke electronico,20.35,422.7,0
ID03195,Femenino,0.0,No,Si,12.0,Si,Si,Fibra Optica,No,No,No,No,Si,No,Mes a mes,Si,Checke por correo,84.05,966.55,0
ID00528,Femenino,,No,No,63.0,Si,Si,Fibra Optica,No,Si,Si,Si,Si,Si,Mes a mes,Si,Transferencia bancaria (automatico),109.85,,0
ID05679,Masculino,0.0,No,No,1.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,,Checke electronico,,19.75,0
ID02732,Masculino,0.0,Si,Si,41.0,Si,No,DSL,Si,Si,Si,No,No,No,Anual,Si,Tarjeta de credito (automatico),60.3,2511.3,0
ID00143,Femenino,0.0,No,No,1.0,Si,No,Fibra Optica,No,No,Si,No,Si,No,Mes a mes,Si,Transferencia bancaria (automatico),85.55,85.55,1
ID00389,Femenino,0.0,No,No,28.0,Si,Si,DSL,No,No,No,Si,No,No,Mes a mes,Si,Transferencia bancaria (automatico),54.9,1505.15,0
ID01375,Femenino,1.0,No,No,44.0,Si,Si,Fibra Optica,Si,Si,Si,No,Si,Si,Anual,Si,Transferencia bancaria (automatico),109.8,4860.35,0
ID02573,Masculino,0.0,No,No,71.0,No,Sin servicio telefonico,DSL,Si,Si,Si,Si,Si,No,Bianual,No,Tarjeta de credito (automatico),53.95,3888.65,0
ID05661,Masculino,0.0,No,No,1.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Checke electronico,,19.45,0
ID04122,Masculino,0.0,No,No,10.0,Si,Si,Fibra Optica,No,Si,No,No,No,No,Mes a mes,No,Checke por correo,79.85,797.25,0
ID04266,Masculino,1.0,No,No,14.0,Si,Si,Fibra Optica,No,No,No,No,Si,Si,Mes a mes,Si,Checke por correo,95.6,1273.3,0
ID05101,Masculino,0.0,Si,Si,25.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Checke por correo,,505.45,0
ID04199,Femenino,1.0,Si,No,12.0,Si,Si,Fibra Optica,No,Si,Si,No,Si,No,Mes a mes,Si,Checke por correo,98.1,1060.2,1
ID03154,Femenino,0.0,Si,Si,7.0,Si,Si,DSL,No,No,No,No,No,No,Mes a mes,No,Checke por correo,48.8,349.8,0
ID04699,Femenino,1.0,Si,No,40.0,No,Sin servicio telefonico,DSL,No,Si,No,No,Si,No,Mes a mes,Si,Checke por correo,39.3,1637.4,1
ID01490,Masculino,0.0,Si,No,67.0,Si,No,Fibra Optica,Si,Si,No,No,Si,Si,Anual,Si,Transferencia bancaria (automatico),100.9,6733.15,0
ID06501,Femenino,0.0,No,Si,65.0,No,Sin servicio telefonico,DSL,No,Si,No,Si,Si,No,Bianual,No,Checke electronico,45.25,2933.95,0
ID04792,Femenino,1.0,Si,No,50.0,Si,No,Fibra Optica,No,No,No,No,No,No,Mes a mes,Si,Checke por correo,71.05,3444.85,1
ID02970,Femenino,0.0,Si,No,53.0,Si,Si,Fibra Optica,No,Si,Si,Si,Si,Si,Anual,Si,Tarjeta de credito (automatico),108.95,5718.2,0
ID05527,Masculino,0.0,No,Si,6.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Checke electronico,,111.65,0
ID02585,Femenino,1.0,No,No,71.0,Si,Si,Fibra Optica,No,No,Si,No,Si,Si,Bianual,No,Tarjeta de credito (automatico),104.05,,0
ID03404,Femenino,0.0,Si,No,1.0,No,Sin servicio telefonico,DSL,No,Si,No,No,No,No,Mes a mes,Si,Checke por correo,29.85,29.85,0
ID04819,Masculino,1.0,Si,No,53.0,Si,Si,Fibra Optica,No,Si,No,No,Si,Si,Mes a mes,Si,Checke por correo,101.9,5549.4,1
ID05932,Femenino,0.0,No,No,3.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Checke electronico,20.4,63.15,0
ID06991,Femenino,0.0,No,No,41.0,Si,No,No,,,,,,,Anual,Si,Checke electronico,,806.95,0
ID03648,Masculino,0.0,No,No,2.0,Si,No,DSL,Si,No,No,No,No,No,Mes a mes,Si,Checke por correo,47.8,92.45,1
ID00056,Masculino,0.0,No,Si,18.0,Si,Si,Fibra Optica,No,No,Si,No,No,No,Mes a mes,Si,Transferencia bancaria (automatico),80.55,1406.65,0
ID02561,Femenino,1.0,Si,No,70.0,Si,Si,Fibra Optica,No,Si,No,Si,Si,Si,Bianual,Si,Tarjeta de credito (automatico),104.45,,0
ID00394,Femenino,0.0,No,No,29.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Transferencia bancaria (automatico),,601.6,0
ID02235,Femenino,0.0,Si,Si,68.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,Si,Tarjeta de credito (automatico),,1292.65,0
ID02357,Masculino,1.0,Si,Si,72.0,Si,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Bianual,Si,Tarjeta de credito (automatico),114.95,,0
ID01150,Masculino,0.0,Si,Si,24.0,Si,No,DSL,Si,No,Si,No,No,No,Anual,Si,Transferencia bancaria (automatico),56.25,1454.25,0
ID00515,Femenino,0.0,Si,No,55.0,Si,Si,Fibra Optica,No,Si,No,No,No,No,Mes a mes,Si,Transferencia bancaria (automatico),77.75,4266.4,0
ID06705,Femenino,1.0,Si,No,72.0,Si,Si,Fibra Optica,Si,No,Si,Si,Si,Si,Bianual,Si,Checke electronico,109.75,,0
ID06187,Masculino,0.0,No,No,17.0,No,Sin servicio telefonico,DSL,No,No,No,No,No,No,Mes a mes,Si,Checke electronico,25.65,440.2,0
ID02710,Masculino,0.0,Si,Si,28.0,Si,No,Fibra Optica,No,Si,Si,No,Si,Si,Anual,No,Tarjeta de credito (automatico),100.35,2799,0
ID01109,Femenino,1.0,Si,No,72.0,Si,Si,Fibra Optica,No,Si,Si,Si,Si,Si,Bianual,Si,Transferencia bancaria (automatico),110.8,,0
ID00951,Masculino,0.0,Si,No,65.0,Si,No,No,,,,,,,Bianual,Si,Transferencia bancaria (automatico),20.4,1414.45,0
ID02195,Femenino,0.0,Si,Si,62.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,No,Tarjeta de credito (automatico),20.3,1296.15,0
